id,account_id,name,position,ownerEl,slave,income_list,code,level,ind_nature,creditor,debtor,has_sub,is_sub,ind_to_cost,ind_analysis,ind_added_date,ind_others,coin_id,index_company_id,barcode,buy_value,prev_damage,net_value,working_date,buy_date,annual_damage_rate,age,damage_type
160,1,مكتب الاستيراد -دعايا واعلان,2,157,...,0,4011203,4,,0,0,0,...,0,0,11/4/2024 10:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,1,مكتب التطوير -دعايا واعلان,3,157,...,0,4011204,4,,0,0,0,...,0,0,11/4/2024 10:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,1, بوفية,12,60,...,0,40113,3,,0,0,,...,,0,10/5/2024 15:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,1, *  * مستلزمات بوفيه الشركه,0,162,...,0,4011301,4,,0,0,1,...,0,0,10/7/2024 19:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,1,مستلزمات بوفيه وضيافة -  الدفتر,1,163,...,0,401130101,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,1,مستلزمات بوفيه وضيافة -  ناجح ,1,163,...,0,401130102,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,1,مستلزمات بوفيه وضيافة - احمد سلامه,1,163,...,0,401130103,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,1,مستلزمات بوفيه وضيافة - مخازن مسطرد,1,163,...,0,401130104,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,1,مستلزمات بوفيه وضيافة -  مخزن ش.الجيش,1,163,...,0,401130105,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,1,مستلزمات بوفيه وضيافة -  اسلام,1,163,...,0,401130106,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,1,مستلزمات بوفيه وضيافة - حسام ,1,163,...,0,401130107,5,0,0,0,0,...,0,0,11/4/2024 11:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,1,المكتب العلمي -مستلزمات بوفية,1,162,...,0,4011302,4,,0,0,0,...,0,0,11/4/2024 10:21,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,1,مكتب الاستيراد -مستلزمات بوفيه,2,162,...,0,4011303,4,,0,0,0,...,0,0,11/4/2024 10:21,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1,مكتب التطوير -مستلزمات بوفيه,3,162,...,0,4011304,4,,0,0,0,...,0,0,11/4/2024 10:21,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,1,نقل,13,60,...,0,40114,3,,0,0,,...,,0,9/12/2023 20:31,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,1,محمد رشدي,0,174,...,0,4011401,4,,0,0,,...,,0,9/12/2023 20:31,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,1,احمد جوده,1,174,...,0,4011402,4,,0,0,,...,,0,9/12/2023 20:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,1,اتصالات وانترنت,14,60,...,0,40115,3,,0,0,,...,,0,9/12/2023 20:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,1, الشركه -اتصالات وانترنت,0,177,...,0,4011501,4,,0,0,0,...,0,0,11/4/2024 10:22,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,1, المكتب العلمي -اتصالات وانترنت,1,177,...,0,4011502,4,,0,0,0,...,0,0,11/4/2024 10:22,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,1, مكتب الاستيراد -اتصالات وانترنت,2,177,...,0,4011503,4,,0,0,0,...,0,0,11/4/2024 10:22,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,1, مكتب التطوير -اتصالات وانترنت,3,177,...,0,4011504,4,,0,0,0,...,0,0,11/4/2024 10:22,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,1,الاكراميات,15,60,...,0,40116,3,,0,0,0,...,,0,2/19/2024 19:20,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,1, *  * اكراميات الشركه,0,182,...,0,4011601,4,,0,0,1,...,0,0,10/7/2024 19:34,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,1, اكراميات -  الدفتر,1,183,...,0,401160101,5,0,0,0,0,...,0,0,11/4/2024 12:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,1, اكراميات - ناجح ,1,183,...,0,401160102,5,0,0,0,0,...,0,0,11/4/2024 12:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,1, اكراميات - احمد سلامه,1,183,...,0,401160103,5,0,0,0,0,...,0,0,11/4/2024 12:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,1, اكراميات -  مخازن مسطرد,1,183,...,0,401160104,5,0,0,0,0,...,0,0,11/4/2024 12:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,1, اكراميات - مخزن ش.الجيش,1,183,...,0,401160105,5,0,0,0,0,...,0,0,11/4/2024 12:14,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,1, اكراميات -  اسلام,1,183,...,0,401160106,5,0,0,0,0,...,0,0,11/4/2024 12:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,1, اكراميات -  حسام ,1,183,...,0,401160107,5,0,0,0,0,...,0,0,11/4/2024 12:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,1, المكتب العلمي -اكراميات,1,182,...,0,4011602,4,,0,0,0,...,0,0,11/4/2024 10:23,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1, مكتب الاستيراد -اكراميات,2,182,...,0,4011603,4,,0,0,0,...,0,0,11/4/2024 10:23,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,1,مكتب التطوير -اكراميات,3,182,...,0,4011604,4,,0,0,0,...,0,0,11/4/2024 10:23,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,1,غاز,16,60,...,0,40117,3,,0,0,,...,,0,9/12/2023 20:35,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,1,تامينات اجتماعيه,17,60,...,0,40118,3,,0,0,,...,,0,9/12/2023 20:35,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1,منح ومزايا عينيه,18,60,...,0,40119,3,,0,0,,...,,0,9/12/2023 20:35,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1,مصروفات حكوميه,19,60,...,0,40120,3,,0,0,0,...,0,0,7/30/2024 10:41,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1,مصروفات الاستيراد,1,59,...,0,402,2,,0,0,,...,,0,9/12/2023 20:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,1,مصروفات الصحه ,0,198,...,0,40201,3,,0,0,,...,,0,9/12/2023 20:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,1,المعامل ,0,199,...,0,4020101,4,,0,0,,...,,0,9/12/2023 20:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,1,الاداره ,1,199,...,0,4020102,4,,0,0,,...,,0,9/12/2023 20:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,1,ختم الفاتوره,2,199,...,0,4020103,4,,0,0,,...,,0,9/12/2023 20:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,1,مصروفات الجمارك,2,59,...,0,403,2,,0,0,,...,,0,9/12/2023 20:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,1,ح/حسن عبد العزيز,0,203,...,0,40301,3,,0,93355,1,...,0,0,5/29/2024 19:51,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,1,أ/ايهاب مخلص,1,203,...,0,40302,3,,0,0,,...,,0,9/12/2023 20:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,1,ح/مصطفي برغوت,2,203,...,0,40303,3,,0,0,,...,,0,9/12/2023 20:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,1,اعتماد بنكي استيرادي,3,203,...,0,40304,3,,0,750000,,...,,0,2/22/2024 15:55,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,1,النافذة الموحدة,4,203,...,0,40305,3,,0,0,,...,,0,2/17/2024 14:05,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,1,تنزيل الحاويات,5,203,...,0,40306,3,,0,0,,...,,0,9/12/2023 20:38,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,1,الإيرادات ,4,0,...,0,5,1,,0,0,,...,,0,9/12/2023 20:38,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,1,المبيعات,0,211,...,0,501,2,,0,0,,...,,0,9/12/2023 20:38,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,1,مبيعات نقديه,0,212,...,0,50101,3,,0,0,,...,,0,2/22/2024 14:24,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,1,مبيعات أجله,1,212,...,0,50102,3,,0,0,,...,,0,2/22/2024 14:24,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,1,ايرادات أخري,1,211,...,0,502,2,,0,0,,...,,0,2/22/2024 16:42,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,1,الصندوق,9,9,...,0,10210,3,,0,0,,...,0,0,2/15/2024 11:59,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,1,شركة الاصدقاء,1,19,...,0,10204020001,5,,0,0,0,...,,0,9/12/2023 21:19,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,1,الاستاذ كريم هاشم عبدالحفيظ,1,16,...,0,102030001,4,,0,0,0,...,,0,2/17/2024 3:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,1,الاستاذ هاني يونس,2,16,...,0,102030002,4,,0,0,0,...,,0,2/17/2024 3:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,1,الاستاذ حسام سيد عباس امام,3,16,...,0,102030003,4,,0,0,0,...,,0,9/14/2023 10:19,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,1,شركة الحافظ,4,16,...,0,102030004,4,,0,0,0,...,,0,2/15/2025 11:21,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,1,رمضان محمود طه ج محمد محمود,5,16,...,0,102030005,4,,0,0,0,...,,0,9/14/2023 10:15,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,1,سامر مجدي بطرس عبدالسيد,6,16,...,0,102030006,4,,0,0,0,...,,0,9/14/2023 10:17,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,1,محمد عبد الرحمن السيد ومحمود عبدالرحمن سيد,7,16,...,0,102030007,4,,0,0,0,...,,0,9/14/2023 10:26,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,1, خضر عبد المطلب احمد وشركاه,8,16,...,0,102030008,4,,0,0,0,...,,0,4/8/2024 13:56,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,1,حمـــدي معتــــمد مرسي,9,16,...,0,102030009,4,,0,0,0,...,,0,9/14/2023 10:31,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,1,يسري الرحماني,10,16,...,0,102030010,4,,0,0,0,...,,0,9/14/2023 10:38,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,1,عبدالناصر حلمي,11,16,...,0,102030011,4,,0,0,0,...,,0,9/14/2023 10:42,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,1,مؤمن عبد الرحمن,12,16,...,0,102030012,4,,0,0,0,...,,0,9/14/2023 10:44,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,1,مجدي عبدالمجيد,13,16,...,0,102030013,4,,0,0,0,...,,0,2/17/2024 3:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,1,الاستاذ رضا ابو خطوه,14,16,...,0,102030014,4,,0,0,0,...,,0,2/17/2024 3:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,1,العهده,2,217,...,0,102110103,5,,0,0,,...,,0,11/1/2024 16:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,1,صادرات وواردات,6,203,...,0,40308,3,,0,0,,...,,0,3/5/2024 16:43,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,1,مخزن مسطرد,1,7,...,0,1010501,4,,0,0,0,...,0,0,9/22/2023 15:58,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,1,مخزن شارع الجيش,1,7,...,0,1010502,4,,0,0,0,...,0,0,9/22/2023 15:58,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,1,مكتب الاستيراد النزهه,1,7,...,0,1010504,4,,0,0,0,...,0,0,9/22/2023 15:59,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,1,المكتب العلمي,1,7,...,0,1010505,4,,0,0,0,...,0,0,9/22/2023 15:59,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,1,مكتب التطوير,1,7,...,0,1010506,4,,0,0,0,...,0,0,9/22/2023 16:00,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,1,مخزن مسطرد 2,1,7,...,0,1010507,4,0,0,0,0,...,0,0,9/13/2024 20:03,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,1,شقه اداريه,1,7,...,0,1010508,4,,0,0,0,...,0,0,9/22/2023 19:00,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,1,عينات,20,60,...,0,40121,3,,0,0,,...,,0,9/22/2023 19:19,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,1,عينات احمد سلامه,0,246,...,0,4012101,4,,0,0,,...,,0,9/22/2023 19:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,1,عينات الدفتر,1,246,...,0,4012102,4,,0,0,,...,,0,9/22/2023 19:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,1,عينات ناجح,2,246,...,0,4012103,4,,0,0,,...,,0,9/22/2023 19:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,1,هدايا,21,60,...,0,40122,3,,0,0,,...,,0,9/22/2023 19:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,1,هدايا - ناجح  ,0,250,...,0,4012201,4,,0,0,,...,,0,11/4/2024 11:35,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,1,هدايا - احمد سلامه,1,250,...,0,4012202,4,,0,0,,...,,0,11/4/2024 11:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,1,هدايا - الدفتر,2,250,...,0,4012203,4,,0,0,,...,,0,11/4/2024 11:36,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,1,مصروفات مكتب ج هشام,22,60,...,0,40123,3,,0,0,,...,,0,9/22/2023 19:34,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,1,شحن دولي,23,60,...,0,40124,3,,0,0,,...,,0,9/22/2023 19:34,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,1,يونيفورم,24,60,...,0,40125,3,,0,0,,...,,0,9/22/2023 19:34,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,1,خصم مسموح به,25,60,...,0,40126,3,,0,0,,...,,0,9/28/2023 14:26,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,1,الحاج عبود عبدالحميد,15,16,...,0,102030015,4,,0,0,0,...,,0,10/7/2023 13:35,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,1,تسويات العملاء,26,60,...,0,40127,3,,0,0,,...,,0,3/22/2024 16:05,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,1,صيانات -احمد سلامه,1,129,...,0,401090107,5,0,0,0,0,...,0,0,11/4/2024 11:33,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,1,المشتريات,5,0,...,0,6,1,,0,0,,...,,0,10/16/2023 14:45,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
263,1,نقل متنوع,2,174,...,0,4011403,4,,0,0,,...,,0,10/18/2023 19:29,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,1,المخزن الرئيسي,1,17,...,0,1020301,4,,0,0,0,...,,0,12/10/2024 17:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,1,بنك البركة,2,13,...,0,1020203,4,,0,0,0,...,,0,12/20/2023 18:18,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,1,تكلفة اعدام اصناف,30,60,...,0,40131,3,,0,0,,...,,0,3/23/2024 11:23,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,1,صيانات - مكاتب مقر الشركة,1,129,...,0,401090108,5,0,0,0,0,...,0,0,11/4/2024 11:33,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,1,مخزن مسطرد رقم 2(المستشار سيد,1,44,...,0,1020902,4,,0,25000,,...,,0,4/17/2024 17:58,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,1,مخزن الخرنفش,0,44,...,0,1020901,4,,0,50000,,...,,0,2/24/2024 19:29,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,1,مصروفات خاصة ح/نبيل,27,60,...,0,40128,3,,0,0,,...,,0,2/16/2024 15:50,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,1,اصلاح مكياج -  الدفتر,1,97,...,0,401050103,5,0,0,0,0,...,0,0,11/4/2024 12:16,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,1,غرامات وعوائد,7,203,...,0,40309,3,,0,0,,...,,0,3/5/2024 16:43,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,1,مخزن الأحراز,2,17,...,0,1020302,4,,0,0,0,...,,0,12/10/2024 17:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,1,سفارة الصين,29,60,...,0,40130,3,,0,0,,...,,0,3/8/2024 14:54,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,1,مكتب أ/لوسيان,28,60,...,0,40129,3,,0,0,,...,,0,3/5/2024 16:45,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,1,مكتب الحسابات,1,7,...,0,1010508,4,,0,0,0,...,0,0,3/14/2024 13:41,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,1,الشقة الادارية,2,44,...,0,1020903,4,,0,0,,...,,0,3/21/2024 14:01,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,1,العلامة التجارية,10,9,...,0,10211,3,,0,0,,...,,0,3/21/2024 14:32,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,1,الشقة الادارية,1,33,...,0,102080204,5,,0,0,0,...,0,0,3/23/2024 11:47,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,1,اعمال تجديدات المعرض,1,33,...,0,102080205,5,0,0,0,0,...,0,0,9/5/2024 14:25,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,1,الشقة الادارية,1,66,...,0,4010206,4,,0,0,0,...,0,0,3/26/2024 12:04,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,1,المعرض,1,7,...,0,1010509,4,,0,0,0,...,0,0,3/27/2024 11:23,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,1,أ/احمد ابراهيم محل رقم 1 بجوار مخزن مسطرد 3,1,46,...,0,20103,3,0,0,0,0,...,0,0,3/27/2024 15:33,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,1,مخزن مسطرد 3,1,7,...,0,1010510,4,0,0,0,0,...,0,0,9/13/2024 20:03,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,1,الشيخ ناصر,16,16,...,0,102030016,4,3,0,0,0,...,,0,3/28/2024 10:29,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,1,وحدة ادارية رقم 1 برج الاشراف الضاهر,1,46,...,0,20104,3,,0,0,0,...,0,0,3/28/2024 11:06,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,1,وحدة ادارية رقم 2 برج الاشراف الضاهر,1,46,...,0,20105,3,,0,0,0,...,0,0,3/28/2024 11:07,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,1,عهده م/ندا,7,24,...,0,1020808,4,,0,0,,...,,0,3/28/2024 11:20,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,1,مخزن مسطرد 2,1,33,...,0,102080206,5,,0,0,0,...,0,0,3/29/2024 15:52,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,1,مخزن مسطرد 3,1,33,...,0,102080207,5,,0,0,0,...,0,0,3/29/2024 15:52,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,1,عهده م/انجي,8,24,...,0,,1,,0,0,,...,,0,3/30/2024 13:11,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,1,ح/حسن ع.العزيز YWP2022-6,1,204,...,0,4030102,4,0,0,93355,0,...,0,0,4/6/2024 10:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,1,ح/حسن ع.العزيز مصروفات اداريه,1,204,...,0,4030101,4,0,0,0,0,...,0,0,4/5/2024 21:26,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,1,ح/حسن ع.العزيز YWP2022-5,1,204,...,0,4030103,4,0,0,0,0,...,0,0,4/5/2024 21:27,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,1,ح/حسن ع.العزيز YWP2022-11,1,204,...,0,4030104,4,0,0,0,0,...,0,0,4/5/2024 21:27,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,1,ح/حسن ع.العزيز YWP2022-12,1,204,...,0,4030105,4,0,0,0,0,...,0,0,4/5/2024 21:27,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,1,ح/حسن ع.العزيز YWP2023-5,1,204,...,0,4030106,4,0,0,0,0,...,0,0,4/5/2024 21:26,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,1,ح/حسن ع.العزيز YWP2023-8,1,204,...,0,4030107,4,0,0,0,0,...,0,0,4/5/2024 21:26,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,1,ح/حسن ع.العزيز ضرائب,1,204,...,0,4030108,4,,0,0,0,...,0,0,4/5/2024 21:37,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,1,نقدا وبدل تبديل,17,16,...,0,102030017,4,,0,0,0,...,,0,4/26/2024 11:33,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,1,مصطفي حسين,18,16,...,0,102030018,4,,0,0,0,...,,0,4/26/2024 17:43,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,1,مصروفات مقدمة ,11,9,...,0,10212,3,,0,0,,...,0,0,4/9/2025 16:54,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,1,م.مقدم ش.الجيش,0,319,...,0,1021201,4,,0,0,,...,,0,5/29/2024 14:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,1,م.مقدم مخزن اسماعيل,1,319,...,0,1021202,4,,0,0,,...,,0,5/29/2024 14:08,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,1,م.مقدم شقة رجب,2,319,...,0,1021203,4,,0,0,,...,,0,5/29/2024 14:12,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,1,م.مقدم مخزن سيد,3,319,...,0,1021204,4,,0,0,,...,,0,5/29/2024 14:13,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,1,مصروفات بنكية,31,60,...,0,40132,3,,0,0,,...,,0,5/29/2024 19:33,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,1,حمام الخفير مخزن 3,1,33,...,0,102080208,5,,0,0,0,...,0,0,6/14/2024 11:41,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,1,تأهيل مكتب الاستيراد,1,33,...,0,102080209,5,,0,0,0,...,0,0,6/14/2024 11:42,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
327,1,"عمار جروب	",19,16,...,0,102030019,4,,0,0,0,...,,0,6/26/2024 18:05,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,1,محلات صاصا,20,16,...,0,102030020,4,,0,0,0,...,,0,6/26/2024 18:06,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
